文件名,答题序号,用户ID,用户昵称,提交时间,省份,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
答卷_78.docx,未知,未知,未知,未知,未知,2005-2009年,1500-3000元,偶尔喝（每周1-2次）,知道部分,完全认同，感到自豪,缺乏便捷的体验机会; 缺乏有趣的内容和传播方式,自己日常饮用; 送礼(如给长辈、朋友); 缓解压力/提神,学习/工作时需要提神,不确定，视具体产品和心情而定,手工制作的古法茶饼（价格高，文化附加值高),茶香护肤品（如面膜、香薰); 可食用茶粉(直接冲饮或烹饪),一定会，很感兴趣,非常愿意，觉得很有意义,开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪; 其他,非常感兴趣，愿意尝试购买,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_79.docx,未知,未知,未知,未知,未知,2005-2009年,1500-3000元,几乎不喝,知道部分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）; 缺乏有趣的内容和传播方式,缓解压力/提神; 追求潮流/跟风,学习/工作时需要提神,不确定，视具体产品和心情而定,联名潮牌的限量版茶礼盒(价格中等，兼具文化与潮流),茶香护肤品（如面膜、香薰); 可食用茶粉(直接冲饮或烹饪),可能会尝试,愿意，但仅限熟悉或感兴趣的人,将茶器设计成潮玩手办; 用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪,可以尝试，但更关注里面茶叶的品质,偶尔这么想，但主要还是因为好喝或习惯
答卷_8.docx,未知,未知,未知,未知,未知,2000-2004年,1500-3000元,经常喝(每周3次及以上),知道部分,部分认同，但认为需要与时俱进,缺乏便捷的体验机会,社交分享（如拍照打卡）,聚会/社交场合,优先选择高品质产品，愿意为此支付更高价格,手工制作的古法茶饼（价格高，文化附加值高),茶味零食(如茶味巧克力、薯片),可能会尝试,愿意，但仅限熟悉或感兴趣的人,举办融合现代艺术的茶主题展览/快闪,非常感兴趣，愿意尝试购买,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_80.docx,未知,未知,未知,未知,未知,2005-2009年,1500-3000元,几乎不喝,知道部分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）; 缺乏有趣的内容和传播方式,缓解压力/提神; 追求潮流/跟风,学习/工作时需要提神,不确定，视具体产品和心情而定,联名潮牌的限量版茶礼盒(价格中等，兼具文化与潮流),茶香护肤品（如面膜、香薰); 可食用茶粉(直接冲饮或烹饪),可能会尝试,愿意，但仅限熟悉或感兴趣的人,将茶器设计成潮玩手办; 用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪,可以尝试，但更关注里面茶叶的品质,偶尔这么想，但主要还是因为好喝或习惯
答卷_81.docx,未知,未知,未知,未知,未知,2005-2009年,1500元以下,偶尔喝（每周1-2次）,知道部分,部分认同，但认为需要与时俱进,学习门槛高（如复杂仪式、专业术语）; 感觉与现代生活脱节; 缺乏有趣的内容和传播方式,自己日常饮用; 送礼(如给长辈、朋友); 社交分享（如拍照打卡）; 缓解压力/提神,学习/工作时需要提神,不确定，视具体产品和心情而定,机器生产的便携茶包（价格低，方便快捷),茶味零食(如茶味巧克力、薯片),可能会尝试,不太愿意，觉得对方可能不感兴趣,将茶器设计成潮玩手办; 用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪,可以尝试，但更关注里面茶叶的品质,偶尔这么想，但主要还是因为好喝或习惯
答卷_82.docx,未知,未知,未知,未知,未知,2005-2009年,1500-3000元,偶尔喝（每周1-2次）,知道部分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）; 其他,自己日常饮用; 送礼(如给长辈、朋友); 缓解压力/提神,学习/工作时需要提神,不确定，视具体产品和心情而定,无明显偏好,茶味零食(如茶味巧克力、薯片); 可食用茶粉(直接冲饮或烹饪),可能会尝试,愿意，但仅限熟悉或感兴趣的人,用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验,可以尝试，但更关注里面茶叶的品质,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_83.docx,未知,未知,未知,未知,未知,2005-2009年,1500-3000元,偶尔喝（每周1-2次）,知道部分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）,送礼(如给长辈、朋友); 社交分享（如拍照打卡）,聚会/社交场合,优先选择高品质产品，愿意为此支付更高价格,手工制作的古法茶饼（价格高，文化附加值高),茶香护肤品（如面膜、香薰),可能会尝试,非常愿意，觉得很有意义,开发茶文化主题游戏或数字体验,可以尝试，但更关注里面茶叶的品质,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_84.docx,未知,未知,未知,未知,未知,2005-2009年,1500-3000元,经常喝(每周3次及以上),知道部分,完全认同，感到自豪,缺乏便捷的体验机会,自己日常饮用,学习/工作时需要提神,不确定，视具体产品和心情而定,机器生产的便携茶包（价格低，方便快捷),茶味零食(如茶味巧克力、薯片); 可食用茶粉(直接冲饮或烹饪),可能会尝试,非常愿意，觉得很有意义,开发茶文化主题游戏或数字体验,非常感兴趣，愿意尝试购买,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_85.docx,未知,未知,未知,未知,未知,2005-2009年,1500-3000元,偶尔喝（每周1-2次）,知道部分,完全认同，感到自豪,缺乏便捷的体验机会; 感觉与现代生活脱节; 缺乏有趣的内容和传播方式,自己日常饮用; 送礼(如给长辈、朋友); 社交分享（如拍照打卡）; 缓解压力/提神; 追求潮流/跟风,看到促销活动或内容“种草”,不确定，视具体产品和心情而定,联名潮牌的限量版茶礼盒(价格中等，兼具文化与潮流),茶味零食(如茶味巧克力、薯片); 茶主题数字藏品(NFT),可能会尝试,愿意，但仅限熟悉或感兴趣的人,将茶器设计成潮玩手办; 开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪,非常感兴趣，愿意尝试购买,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_86.docx,未知,未知,未知,未知,未知,2005-2009年,1500元以下,几乎不喝,知道部分,部分认同，但认为需要与时俱进,学习门槛高（如复杂仪式、专业术语）; 缺乏便捷的体验机会; 感觉与现代生活脱节,自己日常饮用; 送礼(如给长辈、朋友); 社交分享（如拍照打卡）,聚会/社交场合,优先选择低价产品，可以牺牲部分品质,手工制作的古法茶饼（价格高，文化附加值高),茶主题数字藏品(NFT); 可食用茶粉(直接冲饮或烹饪),可能会尝试,愿意，但仅限熟悉或感兴趣的人,开发茶文化主题游戏或数字体验,不感兴趣，觉得是噱头,不会，喝茶和养生在我这里关联不大
答卷_87.docx,未知,未知,未知,未知,未知,2005-2009年,1500元以下,经常喝(每周3次及以上),完全不知道,完全认同，感到自豪,缺乏便捷的体验机会; 父母/老师等长辈未主动引导,自己日常饮用,节日/纪念日,优先选择高品质产品，愿意为此支付更高价格,手工制作的古法茶饼（价格高，文化附加值高),茶味零食(如茶味巧克力、薯片); 茶香护肤品（如面膜、香薰); 茶主题数字藏品(NFT); 可食用茶粉(直接冲饮或烹饪),一定会，很感兴趣,非常愿意，觉得很有意义,将茶器设计成潮玩手办; 用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪,非常感兴趣，愿意尝试购买,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_88.docx,未知,未知,未知,未知,未知,2005-2009年,1500元以下,偶尔喝（每周1-2次）,知道部分,部分认同，但认为需要与时俱进,缺乏便捷的体验机会; 感觉与现代生活脱节; 缺乏有趣的内容和传播方式,自己日常饮用; 送礼(如给长辈、朋友); 缓解压力/提神,聚会/社交场合,不确定，视具体产品和心情而定,机器生产的便携茶包（价格低，方便快捷),可食用茶粉(直接冲饮或烹饪),可能会尝试,愿意，但仅限熟悉或感兴趣的人,用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验,可以尝试，但更关注里面茶叶的品质,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_89.docx,未知,未知,未知,未知,未知,2005-2009年,1500-3000元,偶尔喝（每周1-2次）,知道部分,部分认同，但认为需要与时俱进,学习门槛高（如复杂仪式、专业术语）; 缺乏便捷的体验机会; 缺乏有趣的内容和传播方式,送礼(如给长辈、朋友),节日/纪念日,不确定，视具体产品和心情而定,联名潮牌的限量版茶礼盒(价格中等，兼具文化与潮流),茶味零食(如茶味巧克力、薯片); 茶香护肤品（如面膜、香薰); 茶主题数字藏品(NFT); 可食用茶粉(直接冲饮或烹饪),可能会尝试,非常愿意，觉得很有意义,将茶器设计成潮玩手办; 举办融合现代艺术的茶主题展览/快闪,非常感兴趣，愿意尝试购买,偶尔这么想，但主要还是因为好喝或习惯
答卷_9.docx,未知,未知,未知,未知,未知,2005-2009年,1500元以下,偶尔喝（每周1-2次）,知道部分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）; 缺乏便捷的体验机会,送礼(如给长辈、朋友); 缓解压力/提神,学习/工作时需要提神,不确定，视具体产品和心情而定,联名潮牌的限量版茶礼盒(价格中等，兼具文化与潮流),茶香护肤品（如面膜、香薰); 茶主题数字藏品(NFT); 可食用茶粉(直接冲饮或烹饪),可能会尝试,愿意，但仅限熟悉或感兴趣的人,将茶器设计成潮玩手办; 用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验,可以尝试，但更关注里面茶叶的品质,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_90.docx,未知,未知,未知,未知,未知,2005-2009年,1500元以下,偶尔喝（每周1-2次）,知道部分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）; 缺乏便捷的体验机会; 感觉与现代生活脱节; 父母/老师等长辈未主动引导,送礼(如给长辈、朋友),节日/纪念日,不确定，视具体产品和心情而定,机器生产的便携茶包（价格低，方便快捷),茶主题数字藏品(NFT),可能会尝试,愿意，但仅限熟悉或感兴趣的人,用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪,可以尝试，但更关注里面茶叶的品质,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_91.docx,未知,未知,未知,未知,未知,2005-2009年,1500-3000元,偶尔喝（每周1-2次）,知道部分,完全认同，感到自豪,缺乏便捷的体验机会; 缺乏有趣的内容和传播方式; 父母/老师等长辈未主动引导,自己日常饮用; 送礼(如给长辈、朋友); 社交分享（如拍照打卡）,聚会/社交场合,不确定，视具体产品和心情而定,机器生产的便携茶包（价格低，方便快捷),茶香护肤品（如面膜、香薰); 可食用茶粉(直接冲饮或烹饪),可能会尝试,愿意，但仅限熟悉或感兴趣的人,举办融合现代艺术的茶主题展览/快闪,可以尝试，但更关注里面茶叶的品质,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_92.docx,未知,未知,未知,未知,未知,2000-2004年,1500元以下,几乎不喝,知道部分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）; 缺乏便捷的体验机会; 感觉与现代生活脱节,送礼(如给长辈、朋友); 追求潮流/跟风,聚会/社交场合,优先选择高品质产品，愿意为此支付更高价格,手工制作的古法茶饼（价格高，文化附加值高),茶味零食(如茶味巧克力、薯片); 茶香护肤品（如面膜、香薰),可能会尝试,愿意，但仅限熟悉或感兴趣的人,用茶文化故事制作动画/漫画,可以尝试，但更关注里面茶叶的品质,偶尔这么想，但主要还是因为好喝或习惯
答卷_93.docx,未知,未知,未知,未知,未知,2005-2009年,3001-5000元,偶尔喝（每周1-2次）,完全知道并能区分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）; 缺乏便捷的体验机会; 感觉与现代生活脱节; 缺乏有趣的内容和传播方式; 父母/老师等长辈未主动引导,自己日常饮用; 送礼(如给长辈、朋友); 社交分享（如拍照打卡）; 缓解压力/提神,节日/纪念日,优先选择高品质产品，愿意为此支付更高价格,手工制作的古法茶饼（价格高，文化附加值高),茶香护肤品（如面膜、香薰); 可食用茶粉(直接冲饮或烹饪),可能会尝试,非常愿意，觉得很有意义,用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪,不感兴趣，觉得是噱头,偶尔这么想，但主要还是因为好喝或习惯
答卷_94.docx,未知,未知,未知,未知,未知,2005-2009年,1500元以下,经常喝(每周3次及以上),知道部分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）; 缺乏便捷的体验机会,自己日常饮用; 送礼(如给长辈、朋友); 社交分享（如拍照打卡）; 缓解压力/提神; 追求潮流/跟风,学习/工作时需要提神,优先选择低价产品，可以牺牲部分品质,联名潮牌的限量版茶礼盒(价格中等，兼具文化与潮流),茶味零食(如茶味巧克力、薯片); 茶香护肤品（如面膜、香薰); 茶主题数字藏品(NFT); 可食用茶粉(直接冲饮或烹饪),可能会尝试,愿意，但仅限熟悉或感兴趣的人,将茶器设计成潮玩手办; 用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪,可以尝试，但更关注里面茶叶的品质,偶尔这么想，但主要还是因为好喝或习惯
答卷_95.docx,未知,未知,未知,未知,未知,2005-2009年,1500-3000元,偶尔喝（每周1-2次）,知道部分,部分认同，但认为需要与时俱进,学习门槛高（如复杂仪式、专业术语）; 缺乏便捷的体验机会; 感觉与现代生活脱节; 缺乏有趣的内容和传播方式; 父母/老师等长辈未主动引导,送礼(如给长辈、朋友); 社交分享（如拍照打卡）; 追求潮流/跟风,学习/工作时需要提神,优先选择低价产品，可以牺牲部分品质,机器生产的便携茶包（价格低，方便快捷),茶味零食(如茶味巧克力、薯片); 茶香护肤品（如面膜、香薰); 茶主题数字藏品(NFT); 可食用茶粉(直接冲饮或烹饪),可能会尝试,愿意，但仅限熟悉或感兴趣的人,用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪,可以尝试，但更关注里面茶叶的品质,偶尔这么想，但主要还是因为好喝或习惯
答卷_96.docx,未知,未知,未知,未知,未知,2005-2009年,1500元以下,偶尔喝（每周1-2次）,知道部分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）; 缺乏便捷的体验机会; 感觉与现代生活脱节; 缺乏有趣的内容和传播方式; 父母/老师等长辈未主动引导,自己日常饮用; 缓解压力/提神,学习/工作时需要提神,优先选择高品质产品，愿意为此支付更高价格,机器生产的便携茶包（价格低，方便快捷),茶味零食(如茶味巧克力、薯片); 茶香护肤品（如面膜、香薰); 茶主题数字藏品(NFT); 可食用茶粉(直接冲饮或烹饪),可能会尝试,非常愿意，觉得很有意义,将茶器设计成潮玩手办; 用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪,非常感兴趣，愿意尝试购买,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_97.docx,未知,未知,未知,未知,未知,2005-2009年,1500元以下,偶尔喝（每周1-2次）,知道部分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）; 缺乏便捷的体验机会; 父母/老师等长辈未主动引导,自己日常饮用; 送礼(如给长辈、朋友); 社交分享（如拍照打卡）; 缓解压力/提神,学习/工作时需要提神,不确定，视具体产品和心情而定,联名潮牌的限量版茶礼盒(价格中等，兼具文化与潮流),茶味零食(如茶味巧克力、薯片); 茶香护肤品（如面膜、香薰); 可食用茶粉(直接冲饮或烹饪),可能会尝试,非常愿意，觉得很有意义,用茶文化故事制作动画/漫画; 开发茶文化主题游戏或数字体验; 举办融合现代艺术的茶主题展览/快闪,非常感兴趣，愿意尝试购买,是的，有意识地为健康(如提神、解腻、放松）而喝茶
答卷_98.docx,未知,未知,未知,未知,未知,2005-2009年,1500-3000元,经常喝(每周3次及以上),知道部分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）; 缺乏便捷的体验机会; 父母/老师等长辈未主动引导,自己日常饮用; 送礼(如给长辈、朋友); 社交分享（如拍照打卡）; 缓解压力/提神,聚会/社交场合,不确定，视具体产品和心情而定,机器生产的便携茶包（价格低，方便快捷),茶味零食(如茶味巧克力、薯片); 茶香护肤品（如面膜、香薰); 可食用茶粉(直接冲饮或烹饪),不感兴趣,愿意，但仅限熟悉或感兴趣的人,将茶器设计成潮玩手办; 用茶文化故事制作动画/漫画,不感兴趣，觉得是噱头,偶尔这么想，但主要还是因为好喝或习惯
答卷_99.docx,未知,未知,未知,未知,未知,2005-2009年,5000元以上,经常喝(每周3次及以上),完全知道并能区分,完全认同，感到自豪,学习门槛高（如复杂仪式、专业术语）,自己日常饮用; 缓解压力/提神,学习/工作时需要提神,优先选择高品质产品，愿意为此支付更高价格,手工制作的古法茶饼（价格高，文化附加值高),茶味零食(如茶味巧克力、薯片),一定会，很感兴趣,非常愿意，觉得很有意义,将茶器设计成潮玩手办,非常感兴趣，愿意尝试购买,是的，有意识地为健康(如提神、解腻、放松）而喝茶
